Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
101,Aaron Gordon,29,DEN,PF,50,41,28.4,5.1,9.7,.531,1.5,3.4,.438,3.7,6.3,.581,.607,2.8,3.5,.807,1.5,3.3,4.8,3.2,0.4,0.3,1.4,1.6,14.6,,gordoaa01
102,Jakob Poeltl,29,TOR,C,57,56,29.6,6.4,10.2,.627,0.0,0.1,.333,6.4,10.1,.628,.628,1.7,2.5,.674,3.3,6.3,9.6,2.8,1.2,1.2,1.9,3.1,14.5,,poeltja01
103,Deandre Ayton,26,POR,C,40,40,30.2,6.6,11.7,.566,0.2,0.8,.188,6.5,10.9,.594,.573,1.0,1.5,.667,3.1,7.1,10.2,1.6,0.8,1.0,1.7,2.2,14.4,,aytonde01
104,Gradey Dick,21,TOR,SG,54,54,29.4,4.9,12.0,.410,2.1,6.0,.350,2.8,5.9,.470,.498,2.5,2.9,.858,0.8,2.8,3.6,1.8,0.9,0.2,1.5,2.2,14.4,,dickgr01
105,Jerami Grant,30,POR,PF,47,47,32.4,4.6,12.2,.373,2.3,6.3,.365,2.3,5.9,.381,.467,3.0,3.5,.849,0.6,2.9,3.5,2.1,0.9,1.0,1.4,2.3,14.4,,grantje01
106,Naz Reid,25,MIN,C,79,17,27.5,5.3,11.6,.461,2.2,5.8,.381,3.1,5.7,.542,.557,1.4,1.8,.775,1.1,4.8,6.0,2.3,0.7,0.9,1.4,2.4,14.3,,reidna01
107,Dillon Brooks,29,HOU,SF,74,74,32.0,5.1,12.0,.430,2.5,6.3,.397,2.7,5.7,.466,.534,1.3,1.6,.818,1.0,2.7,3.7,1.7,0.8,0.2,1.0,3.2,14.1,,brookdi01
108,Dyson Daniels,21,ATL,SG,76,76,33.8,6.0,12.1,.493,1.1,3.1,.340,4.9,9.1,.545,.536,1.1,1.8,.593,1.6,4.3,5.9,4.4,3.0,0.7,2.0,2.3,14.1,,daniedy01
109,Tre Mann,23,CHO,PG,13,0,24.5,5.4,12.4,.435,1.8,4.6,.400,3.5,7.8,.455,.509,1.5,1.6,.905,0.9,2.0,2.9,3.0,0.5,0.3,1.9,1.8,14.1,,manntr01
110,Payton Pritchard,27,BOS,PG,79,2,28.3,5.0,10.6,.470,3.2,7.8,.409,1.8,2.9,.634,.619,0.9,1.0,.841,1.3,2.5,3.8,3.4,0.9,0.2,1.0,1.5,14.1,,pritcpa01
111,Fred VanVleet,30,HOU,PG,59,59,35.3,4.8,12.6,.378,2.6,7.7,.344,2.1,5.0,.430,.483,1.8,2.3,.813,0.5,3.2,3.7,5.6,1.6,0.4,1.4,2.3,14.1,,vanvlfr01
112,Amen Thompson,22,HOU,SF,68,41,32.3,5.6,10.1,.555,0.4,1.3,.278,5.3,8.8,.597,.573,2.4,3.6,.683,2.8,5.4,8.2,3.8,1.4,1.3,2.0,2.4,14.0,,thompam01
113,Klay Thompson,34,DAL,SF,72,72,27.3,5.0,12.2,.412,3.0,7.7,.391,2.0,4.5,.448,.535,0.9,1.0,.905,0.6,2.8,3.4,2.0,0.7,0.4,1.2,1.1,14.0,,thompkl01
114,Tobias Harris,32,DET,PF,72,72,31.9,5.3,11.1,.476,1.3,3.7,.346,4.0,7.5,.540,.533,2.0,2.3,.861,0.9,5.1,6.0,2.2,1.0,0.8,1.2,1.9,13.9,,harrito02
115,Bobby Portis,29,MIL,PF,49,7,25.4,5.7,12.1,.466,1.3,3.6,.365,4.3,8.5,.508,.520,1.2,1.5,.836,1.8,6.6,8.4,2.1,0.7,0.5,1.2,1.9,13.9,,portibo01
116,Jarrett Allen,26,CLE,C,81,81,28.3,5.6,7.9,.707,0.0,0.0,.000,5.6,7.8,.712,.707,2.5,3.4,.718,2.7,7.2,9.9,1.9,1.0,0.9,1.2,1.6,13.6,,allenja01
117,Josh Hart,29,NYK,SG,77,77,37.6,5.2,10.0,.525,1.1,3.3,.333,4.2,6.7,.618,.579,2.1,2.7,.776,2.1,7.5,9.6,5.9,1.5,0.4,2.1,2.6,13.6,,hartjo01
118,Onyeka Okongwu,24,ATL,C,74,40,27.9,5.2,9.2,.567,0.6,2.0,.324,4.6,7.2,.634,.602,2.2,2.9,.759,3.0,5.9,8.9,2.3,0.9,0.9,1.2,2.6,13.4,,okongon01
119,Naji Marshall,27,DAL,SF,68,30,27.8,5.3,10.3,.509,0.9,3.2,.273,4.4,7.1,.614,.551,1.9,2.4,.813,1.1,3.7,4.8,3.0,1.0,0.2,1.6,1.6,13.3,,marshna01
120,Russell Westbrook,36,DEN,PG,74,36,28.0,5.0,11.1,.448,1.3,3.9,.326,3.7,7.2,.513,.505,2.0,3.0,.653,1.4,3.6,5.0,6.1,1.4,0.5,3.3,2.5,13.2,,westbru01
121,Dennis Schröder,31,3TM,PG,75,49,28.1,4.5,11.0,.406,1.7,4.9,.342,2.8,6.1,.458,.483,2.4,2.9,.838,0.4,2.3,2.6,5.4,0.9,0.2,1.9,2.4,13.1,,schrode01
121,Dennis Schröder,31,BRK,PG,23,23,33.6,6.4,14.1,.452,2.5,6.5,.387,3.9,7.6,.509,.542,3.1,3.5,.889,0.2,2.8,3.0,6.6,1.1,0.2,2.6,2.4,18.4,,schrode01
121,Dennis Schröder,31,GSW,SG,24,18,26.2,3.9,10.5,.375,1.5,4.8,.322,2.4,5.7,.419,.448,1.2,1.6,.744,0.4,1.9,2.3,4.4,1.0,0.1,2.0,2.8,10.6,,schrode01
121,Dennis Schröder,31,DET,PG,28,8,25.2,3.4,9.0,.378,1.1,3.8,.302,2.3,5.2,.434,.442,2.9,3.4,.833,0.5,2.2,2.6,5.3,0.5,0.2,1.3,2.0,10.8,,schrode01
122,Rui Hachimura,26,LAL,PF,59,57,31.7,5.0,9.8,.509,1.7,4.2,.413,3.2,5.6,.581,.597,1.5,1.9,.770,1.3,3.7,5.0,1.4,0.8,0.4,0.8,1.8,13.1,,hachiru01
123,Brook Lopez,36,MIL,C,80,80,31.8,4.9,9.7,.509,1.7,4.7,.373,3.2,5.0,.636,.599,1.4,1.7,.826,1.4,3.6,5.0,1.8,0.6,1.9,1.1,2.1,13.0,,lopezbr01
124,Alex Sarr,19,WAS,C,66,66,27.3,4.9,12.5,.393,1.6,5.1,.307,3.3,7.3,.453,.456,1.7,2.4,.677,1.9,4.6,6.5,2.4,0.7,1.5,1.7,2.2,13.0,,sarral01
125,Moritz Wagner,27,ORL,C,30,1,18.8,4.7,8.3,.562,0.9,2.5,.360,3.8,5.8,.649,.616,2.6,3.7,.718,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8,12.9,,wagnemo01
126,Malcolm Brogdon,32,WAS,PG,24,13,23.5,4.3,10.0,.433,0.7,2.3,.286,3.7,7.7,.478,.467,3.4,3.8,.880,0.9,2.9,3.8,4.1,0.5,0.2,1.6,1.3,12.7,,brogdma01
127,Scoot Henderson,20,POR,PG,66,10,26.7,4.3,10.4,.419,1.6,4.5,.354,2.8,5.9,.469,.496,2.4,3.1,.767,0.8,2.2,3.0,5.1,1.0,0.2,2.7,2.7,12.7,,hendesc01
128,D'Angelo Russell,28,2TM,PG,58,36,25.5,4.3,11.0,.390,1.9,6.2,.314,2.3,4.8,.489,.479,2.1,2.5,.834,0.3,2.4,2.8,5.1,1.0,0.4,1.9,2.0,12.6,,russeda01
128,D'Angelo Russell,28,LAL,PG,29,10,26.3,4.4,10.7,.415,1.9,5.8,.333,2.5,4.9,.510,.505,1.6,1.8,.849,0.3,2.5,2.8,4.7,0.8,0.1,1.7,1.8,12.4,,russeda01
128,D'Angelo Russell,28,BRK,PG,29,26,24.7,4.1,11.3,.367,2.0,6.6,.297,2.2,4.7,.467,.454,2.6,3.2,.826,0.4,2.4,2.8,5.6,1.1,0.7,2.0,2.1,12.9,,russeda01
129,Keldon Johnson,25,SAS,SF,76,0,23.8,4.8,9.9,.478,1.1,3.6,.319,3.6,6.4,.566,.534,1.9,2.5,.783,1.4,3.3,4.8,1.6,0.6,0.3,1.0,1.5,12.6,,johnske04
130,Zaccharie Risacher,19,ATL,SF,74,72,24.8,4.8,10.5,.459,1.6,4.6,.353,3.2,5.9,.541,.536,1.4,2.0,.711,1.2,2.4,3.6,1.2,0.7,0.5,1.2,2.0,12.6,,risacza01
131,Santi Aldama,24,MEM,PF,65,16,25.5,4.8,10.0,.483,1.8,5.0,.368,3.0,5.0,.599,.576,1.0,1.4,.691,1.4,5.0,6.4,2.9,0.8,0.4,1.1,1.2,12.5,,aldamsa01
132,Ty Jerome,27,CLE,SG,70,3,19.9,4.6,8.8,.516,1.6,3.6,.439,3.0,5.2,.570,.606,1.8,2.1,.872,0.7,1.8,2.5,3.4,1.1,0.0,1.3,1.5,12.5,,jeromty01
133,Keegan Murray,24,SAC,PF,75,75,34.5,4.8,10.8,.445,2.1,5.9,.345,2.8,4.9,.566,.539,0.8,1.0,.833,1.9,4.7,6.7,1.4,0.8,0.9,0.8,2.5,12.5,,murrake02
134,Harrison Barnes,32,SAS,PF,81,81,27.1,4.2,8.3,.510,1.9,4.4,.436,2.3,4.0,.591,.624,1.9,2.4,.801,1.2,2.6,3.8,1.7,0.4,0.2,0.6,0.9,12.3,,barneha02
135,Bilal Coulibaly,20,WAS,SF,59,59,33.0,4.5,10.6,.421,1.1,3.8,.281,3.4,6.8,.500,.472,2.3,3.1,.746,1.5,3.4,5.0,3.4,1.3,0.7,2.1,2.4,12.3,,coulibi01
136,Ayo Dosunmu,25,CHI,SG,46,26,30.3,4.8,9.8,.492,1.3,4.1,.328,3.5,5.7,.612,.561,1.3,1.7,.785,0.6,2.9,3.5,4.5,0.9,0.4,1.5,2.3,12.3,,dosunay01
137,Drew Timme,24,BRK,PF,8,2,27.9,5.1,11.4,.451,1.0,3.6,.276,4.1,7.8,.532,.495,1.0,1.5,.667,2.1,5.0,7.1,2.3,0.5,0.1,1.6,2.4,12.3,,timmedr01
138,Daniel Gafford,26,DAL,C,56,30,21.6,4.9,7.0,.700,0.0,0.0,,4.9,7.0,.700,.700,2.3,3.4,.686,2.7,4.1,6.8,1.4,0.4,1.8,1.1,2.7,12.2,,gaffoda01
139,Jaden McDaniels,24,MIN,PF,81,81,32.0,4.9,10.2,.476,1.2,3.7,.331,3.6,6.5,.560,.537,1.3,1.6,.825,1.6,4.2,5.8,2.0,1.3,0.9,1.1,2.7,12.2,,mcdanja02
140,Jabari Smith Jr.,21,HOU,PF,57,39,30.1,4.4,9.9,.438,1.7,4.9,.354,2.6,5.1,.519,.525,1.8,2.2,.825,1.8,5.2,7.0,1.1,0.4,0.7,1.1,2.2,12.2,,smithja05
141,Caris LeVert,30,2TM,SG,64,3,24.9,4.4,9.4,.467,1.7,4.4,.373,2.7,4.9,.552,.556,1.7,2.4,.710,0.6,2.5,3.2,3.4,0.9,0.5,1.2,1.5,12.1,,leverca01
141,Caris LeVert,30,CLE,SF,38,3,23.8,3.6,7.8,.453,1.6,3.9,.405,2.0,3.9,.500,.554,1.5,2.2,.699,0.6,2.2,2.8,3.7,0.9,0.5,1.3,1.3,10.2,,leverca01
141,Caris LeVert,30,ATL,SG,26,0,26.6,5.6,11.6,.482,1.8,5.2,.338,3.8,6.3,.600,.558,2.0,2.8,.722,0.7,3.0,3.7,2.9,0.9,0.5,1.0,2.0,14.9,,leverca01
142,Tari Eason,23,HOU,PF,56,16,25.0,4.8,9.8,.489,1.1,3.3,.346,3.7,6.5,.560,.547,1.4,1.8,.767,2.2,4.1,6.3,1.4,1.7,0.9,1.1,2.4,12.1,,easonta01
143,Aaron Nesmith,25,IND,SF,44,36,25.2,4.3,8.5,.505,1.9,4.4,.430,2.4,4.1,.587,.617,1.6,1.8,.911,0.8,3.2,4.0,1.2,0.8,0.4,0.8,2.5,12.1,,nesmiaa01
144,Khris Middleton,33,2TM,SF,37,21,22.8,4.3,9.1,.475,1.3,3.6,.361,3.0,5.5,.549,.546,1.9,2.3,.857,0.4,3.4,3.7,4.1,0.9,0.2,1.5,2.0,11.9,,middlkh01
144,Khris Middleton,33,MIL,SF,23,7,23.2,4.7,9.2,.512,1.5,3.7,.407,3.2,5.4,.584,.595,1.7,2.0,.848,0.2,3.5,3.7,4.4,0.7,0.2,1.6,2.3,12.6,,middlkh01
144,Khris Middleton,33,WAS,SF,14,14,22.1,3.7,9.0,.413,0.9,3.4,.277,2.8,5.6,.494,.464,2.4,2.7,.868,0.6,3.1,3.7,3.4,1.3,0.2,1.4,1.6,10.7,,middlkh01
145,Jalen Duren,21,DET,C,77,77,26.3,4.9,7.1,.692,0.0,0.0,,4.9,7.1,.692,.692,2.1,3.1,.669,3.6,6.9,10.5,2.7,0.7,1.2,1.8,3.2,11.9,,durenja01
146,Rudy Gobert,32,MIN,C,71,71,33.1,4.7,7.0,.674,0.0,0.0,,4.7,7.0,.674,.674,2.5,3.8,.675,3.6,7.2,10.8,1.8,0.8,1.4,1.3,2.5,11.9,,goberru01
147,Aaron Wiggins,26,OKC,SG,75,25,22.8,4.6,9.5,.489,1.7,4.4,.384,2.9,5.0,.581,.579,0.9,1.1,.810,1.1,2.8,3.8,1.7,0.8,0.2,0.9,1.3,11.8,,wiggiaa01
148,Donte DiVincenzo,28,MIN,SG,61,10,25.9,4.0,9.6,.419,2.8,7.0,.395,1.2,2.5,.484,.564,0.8,1.0,.778,0.5,3.2,3.7,3.7,1.2,0.3,1.6,1.8,11.6,,divindo01
149,Corey Kispert,25,WAS,SF,61,0,26.3,4.2,9.3,.451,2.0,5.4,.364,2.2,3.9,.574,.558,1.2,1.4,.852,0.6,2.4,3.0,1.7,0.4,0.2,1.0,1.6,11.6,,kispeco01
150,Brandin Podziemski,21,GSW,SG,63,32,26.6,4.3,9.8,.442,1.8,4.8,.370,2.5,5.0,.511,.533,1.1,1.4,.767,1.0,4.0,5.0,3.4,1.1,0.2,1.2,1.4,11.6,,podzibr01
151,Jeremy Sochan,21,SAS,PF,54,23,25.3,4.6,8.7,.535,0.5,1.7,.308,4.1,7.0,.590,.565,1.6,2.3,.696,2.4,4.2,6.5,2.4,0.8,0.5,1.6,2.4,11.4,,sochaje01
152,Lonnie Walker IV,26,PHI,SG,19,6,23.2,4.1,9.9,.413,1.9,5.9,.330,2.2,4.1,.532,.511,1.2,1.5,.793,0.3,2.7,3.0,2.5,0.5,0.3,1.3,1.4,11.4,,walkelo01
153,Toumani Camara,24,POR,PF,77,77,32.8,4.2,9.2,.456,1.7,4.6,.370,2.5,4.6,.541,.548,1.2,1.6,.722,2.2,3.5,5.8,2.2,1.5,0.6,1.4,2.9,11.3,,camarto01
154,Isaiah Hartenstein,26,OKC,C,57,53,27.9,4.9,8.4,.581,0.0,0.3,.000,4.9,8.1,.605,.581,1.4,2.1,.675,2.9,7.9,10.7,3.8,0.8,1.1,1.7,3.0,11.2,,harteis01
155,Buddy Hield,32,GSW,SG,81,22,22.8,4.0,9.6,.417,2.5,6.7,.370,1.5,2.9,.525,.546,0.7,0.8,.828,0.6,2.6,3.2,1.7,0.9,0.3,1.1,1.6,11.2,,hieldbu01
156,Spencer Dinwiddie,31,DAL,PG,78,30,26.9,3.6,8.6,.421,1.4,4.1,.338,2.2,4.5,.497,.501,2.4,3.1,.798,0.2,2.4,2.7,4.4,0.9,0.2,1.3,1.5,11.1,,dinwisp01
157,Tim Hardaway Jr.,32,DET,SG,76,76,28.2,3.6,8.9,.407,2.2,6.0,.369,1.4,2.9,.484,.530,1.6,1.9,.855,0.2,2.2,2.4,1.6,0.5,0.1,0.6,1.3,11.1,,hardati02
158,Jrue Holiday,34,BOS,PG,62,62,30.6,4.1,9.2,.443,1.7,4.9,.353,2.4,4.3,.547,.538,1.1,1.2,.909,1.2,3.0,4.3,3.9,1.1,0.4,1.2,1.6,11.1,,holidjr01
159,Walker Kessler,23,UTA,C,58,58,30.0,4.8,7.2,.663,0.1,0.6,.176,4.7,6.6,.706,.671,1.4,2.6,.520,4.6,7.6,12.2,1.7,0.6,2.4,1.5,2.2,11.1,,kesslwa01
160,Duncan Robinson,30,MIA,SF,73,36,24.2,3.9,9.0,.438,2.6,6.5,.394,1.4,2.5,.556,.581,0.6,0.7,.887,0.2,2.0,2.3,2.4,0.5,0.1,1.2,1.8,11.1,,robindu01
161,Gary Trent Jr.,26,MIL,SG,74,9,25.6,3.8,8.9,.431,2.4,5.9,.416,1.4,3.0,.460,.568,1.1,1.2,.848,0.3,2.0,2.3,1.2,1.0,0.1,0.6,1.7,11.1,,trentga02
162,Guerschon Yabusele,29,PHI,C,70,43,27.1,4.0,8.0,.501,1.5,3.9,.380,2.5,4.1,.616,.593,1.4,2.0,.725,1.9,3.7,5.6,2.1,0.8,0.3,1.2,2.3,11.0,,yabusgu01
163,Bogdan Bogdanović,32,2TM,SG,53,4,25.1,3.9,9.2,.429,2.0,5.4,.365,2.0,3.8,.520,.536,1.1,1.2,.879,0.4,2.5,3.0,2.8,0.8,0.2,1.4,2.3,10.9,,bogdabo01
163,Bogdan Bogdanović,32,ATL,SG,24,0,24.9,3.5,9.3,.371,1.8,6.1,.301,1.6,3.3,.500,.469,1.3,1.4,.882,0.5,2.3,2.8,2.0,0.8,0.3,1.5,2.4,10.0,,bogdabo01
163,Bogdan Bogdanović,32,LAC,SG,29,4,25.3,4.3,9.0,.479,2.1,4.8,.432,2.2,4.2,.533,.594,1.0,1.1,.875,0.4,2.8,3.2,3.3,0.7,0.2,1.3,2.2,11.7,,bogdabo01
164,Jordan Hawkins,22,NOP,SG,56,9,23.6,3.7,9.9,.372,2.0,5.9,.331,1.7,4.0,.433,.471,1.4,1.8,.816,0.4,2.4,2.8,1.2,0.5,0.4,1.0,0.9,10.8,,hawkijo01
165,Brandon Boston Jr.,23,NOP,SG,42,10,23.6,4.0,9.1,.436,1.2,3.3,.350,2.8,5.7,.485,.500,1.6,2.0,.788,0.7,2.5,3.2,2.2,1.3,0.2,1.2,1.7,10.7,,bostobr01
166,Nikola Jović,21,MIA,PF,46,10,25.1,3.7,8.2,.456,1.7,4.6,.371,2.0,3.6,.563,.560,1.6,1.9,.828,0.6,3.3,3.9,2.8,0.8,0.3,1.3,1.8,10.7,,jovicni01
167,Terry Rozier,30,MIA,PG,63,23,25.8,3.9,9.9,.395,1.4,4.8,.299,2.5,5.1,.484,.467,1.5,1.7,.852,0.7,3.0,3.7,2.6,0.6,0.2,1.2,1.2,10.7,,roziete01
168,Brice Sensabaugh,21,UTA,SF,70,14,19.9,3.8,8.3,.460,2.2,5.1,.419,1.7,3.2,.527,.590,0.9,1.0,.887,0.6,2.3,2.9,1.5,0.6,0.1,1.5,1.6,10.7,,sensabr01
169,Keon Johnson,22,BRK,SG,78,55,24.2,3.8,9.8,.389,1.6,5.0,.318,2.2,4.8,.464,.471,1.3,1.7,.770,0.8,2.9,3.7,2.2,1.0,0.4,1.4,2.6,10.6,,johnske07
170,Obi Toppin,26,IND,PF,78,3,19.7,4.0,7.6,.530,1.4,3.8,.366,2.6,3.8,.695,.621,1.1,1.5,.781,0.7,3.3,4.0,1.6,0.6,0.4,0.8,1.4,10.6,,toppiob01
171,Grayson Allen,29,PHO,SG,63,6,24.1,3.3,7.6,.443,2.3,5.4,.423,1.0,2.1,.496,.596,1.5,1.8,.816,0.5,2.5,3.0,2.1,0.9,0.3,1.1,1.5,10.5,,allengr01
172,Ochai Agbaji,24,TOR,SG,63,44,27.0,4.1,8.2,.501,1.6,3.9,.404,2.6,4.3,.588,.596,0.5,0.8,.708,1.0,2.9,3.8,1.5,0.9,0.5,0.8,1.9,10.4,,agbajoc01
173,Jaylen Wells,21,MEM,SG,79,74,25.9,3.6,8.6,.425,1.7,5.0,.352,1.9,3.6,.525,.527,1.4,1.7,.822,1.1,2.3,3.4,1.7,0.6,0.1,0.9,1.8,10.4,,wellsja01
174,Grant Williams,26,CHO,PF,16,7,29.9,3.4,7.7,.439,1.7,4.6,.365,1.7,3.1,.551,.549,1.9,2.3,.838,1.1,4.0,5.1,2.3,1.1,0.8,1.8,2.9,10.4,,willigr01
175,Kevin Porter Jr.,24,2TM,SG,75,4,19.8,3.9,8.7,.449,0.7,2.4,.311,3.2,6.3,.501,.492,1.7,2.3,.769,0.6,3.1,3.7,3.4,1.1,0.2,1.8,1.6,10.3,,porteke02
175,Kevin Porter Jr.,24,LAC,SG,45,2,19.6,3.8,9.0,.423,0.6,2.4,.245,3.2,6.7,.485,.455,1.1,1.7,.645,0.6,2.9,3.6,3.2,1.0,0.2,1.9,1.6,9.3,,porteke02
175,Kevin Porter Jr.,24,MIL,SG,30,2,19.9,4.0,8.2,.494,1.0,2.4,.408,3.1,5.8,.529,.553,2.7,3.1,.871,0.4,3.5,3.9,3.7,1.3,0.1,1.7,1.6,11.7,,porteke02
176,Jonas Valančiūnas,32,2TM,C,80,21,18.8,4.2,7.7,.544,0.1,0.5,.216,4.1,7.2,.565,.550,1.8,2.0,.877,2.3,5.4,7.7,2.0,0.5,0.6,1.5,2.2,10.3,,valanjo01
176,Jonas Valančiūnas,32,WAS,C,49,12,20.1,4.7,8.6,.547,0.1,0.6,.259,4.6,8.1,.567,.556,1.9,2.2,.896,2.4,5.8,8.2,2.2,0.4,0.6,1.8,2.0,11.5,,valanjo01
176,Jonas Valančiūnas,32,SAC,C,31,9,16.8,3.4,6.3,.536,0.0,0.3,.100,3.3,5.9,.560,.539,1.5,1.8,.842,2.2,4.7,6.9,1.7,0.5,0.6,1.0,2.6,8.3,,valanjo01
177,Jose Alvarado,26,NOP,PG,55,22,24.2,3.6,9.2,.394,2.0,5.5,.367,1.6,3.7,.434,.503,1.0,1.3,.803,0.5,1.9,2.4,4.6,1.3,0.3,1.5,1.7,10.3,,alvarjo01
178,Nic Claxton,25,BRK,C,69,61,27.0,4.6,8.1,.560,0.1,0.3,.238,4.5,7.8,.573,.565,1.1,2.2,.510,2.3,5.2,7.4,2.3,0.9,1.4,1.2,2.2,10.3,,claxtni01
179,Herbert Jones,26,NOP,SF,20,20,32.4,3.8,8.6,.436,1.1,3.6,.306,2.7,5.0,.530,.500,1.7,2.0,.825,1.1,2.8,3.9,3.3,1.9,0.5,1.8,3.3,10.3,,joneshe01
180,De'Anthony Melton,26,GSW,SG,6,2,20.2,3.7,9.0,.407,2.2,5.8,.371,1.5,3.2,.474,.528,0.8,1.3,.625,1.0,2.3,3.3,2.8,1.2,0.3,1.7,3.0,10.3,,meltode01
181,Derrick Jones Jr.,27,LAC,SF,76,55,24.4,4.1,7.7,.527,1.0,2.9,.358,3.0,4.8,.628,.594,1.1,1.5,.707,1.2,2.2,3.4,0.8,1.0,0.4,0.9,2.0,10.2,,jonesde02
182,Tyus Jones,28,PHO,PG,80,57,26.9,3.7,8.4,.446,2.0,4.9,.414,1.7,3.5,.493,.568,0.6,0.7,.895,0.5,1.9,2.4,5.3,0.9,0.1,1.1,0.8,10.2,,jonesty01
183,Andrew Nembhard,25,IND,SG,64,64,29.2,3.8,8.3,.463,0.8,2.7,.291,3.1,5.6,.546,.510,1.7,2.1,.794,0.5,2.8,3.4,5.0,1.2,0.2,1.7,2.3,10.2,,nembhan01
184,Luguentz Dort,25,OKC,SF,71,71,29.2,3.6,8.4,.435,2.4,5.8,.412,1.2,2.5,.489,.578,0.5,0.6,.717,1.3,2.9,4.1,1.6,1.1,0.5,0.7,2.9,10.1,,dortlu01
185,Justin Edwards,21,PHI,SF,44,26,26.3,3.9,8.6,.455,1.6,4.3,.363,2.3,4.3,.548,.546,0.7,1.0,.696,1.0,2.3,3.4,1.6,1.0,0.4,1.1,2.2,10.1,,edwarju01
186,Isaiah Joe,25,OKC,SG,73,15,21.5,3.5,7.8,.443,2.6,6.2,.418,0.9,1.6,.542,.609,0.6,0.7,.804,0.5,2.1,2.6,1.6,0.6,0.1,0.5,1.5,10.1,,joeis01
187,Ausar Thompson,22,DET,SF,59,48,22.5,4.2,7.8,.535,0.2,0.8,.224,4.0,7.0,.572,.547,1.5,2.4,.641,1.9,3.3,5.1,2.3,1.7,0.7,1.4,2.8,10.1,,thompau01
188,Chris Boucher,32,TOR,PF,50,0,17.2,3.6,7.4,.492,1.4,3.9,.363,2.2,3.5,.633,.586,1.4,1.7,.782,1.4,3.1,4.5,0.7,0.5,0.5,0.6,1.4,10.0,,bouchch01
189,Trendon Watford,24,BRK,PF,43,5,20.4,3.6,7.9,.462,0.7,2.0,.326,3.0,5.9,.508,.503,2.1,2.7,.769,0.9,2.7,3.6,2.6,0.6,0.3,1.8,2.1,10.0,,watfotr01
190,Ziaire Williams,23,BRK,SF,63,45,24.5,3.4,8.3,.412,1.6,4.8,.341,1.8,3.5,.509,.511,1.6,2.0,.821,1.0,3.6,4.6,1.3,1.0,0.4,1.1,2.4,10.0,,willizi02
191,Georges Niang,31,2TM,PF,79,3,21.5,3.6,7.8,.461,2.1,5.2,.406,1.5,2.7,.569,.595,0.6,0.7,.793,0.6,2.8,3.4,1.4,0.4,0.2,1.0,2.5,9.9,,niangge01
191,Georges Niang,31,CLE,PF,51,1,20.6,3.3,6.8,.477,1.8,4.4,.400,1.5,2.4,.618,.606,0.5,0.6,.793,0.7,3.0,3.7,1.3,0.3,0.1,0.9,2.5,8.7,,niangge01
191,Georges Niang,31,ATL,PF,28,2,23.0,4.3,9.7,.441,2.7,6.6,.413,1.6,3.1,.500,.581,0.8,1.0,.793,0.5,2.5,3.0,1.6,0.4,0.3,1.2,2.6,12.1,,niangge01
192,Julian Champagnie,23,SAS,SF,81,28,23.4,3.3,8.1,.413,2.1,5.9,.367,1.2,2.2,.533,.546,1.0,1.2,.904,0.8,3.0,3.9,1.4,0.8,0.4,0.9,1.4,9.9,,champju02
193,Moses Moody,22,GSW,SG,73,33,22.2,3.3,7.7,.433,1.7,4.6,.375,1.6,3.1,.518,.544,1.5,1.8,.797,0.7,1.9,2.6,1.3,0.8,0.4,0.7,1.5,9.9,,moodymo01
194,Scotty Pippen Jr.,24,MEM,PG,79,21,21.3,3.6,7.5,.480,1.1,2.8,.397,2.5,4.7,.528,.553,1.5,2.2,.713,0.8,2.5,3.3,4.4,1.3,0.4,1.7,2.6,9.9,,pippesc02
195,Nick Smith Jr.,20,CHO,SG,60,27,22.8,3.7,9.5,.391,1.7,5.1,.340,2.0,4.4,.450,.482,0.7,0.8,.935,0.2,1.9,2.1,2.4,0.3,0.1,1.4,1.3,9.9,,smithni01
196,Kevin Huerter,26,2TM,SG,68,30,24.4,3.7,8.7,.423,1.9,5.6,.331,1.8,3.1,.593,.530,0.5,0.7,.723,0.4,2.5,3.0,2.3,1.0,0.3,1.0,1.8,9.8,,huertke01
196,Kevin Huerter,26,SAC,SG,43,15,20.9,3.0,7.2,.413,1.4,4.8,.302,1.5,2.4,.629,.513,0.5,0.7,.714,0.4,2.3,2.8,1.7,0.8,0.4,0.9,1.6,7.9,,huertke01
196,Kevin Huerter,26,CHI,SG,25,15,30.5,4.9,11.3,.435,2.6,7.2,.363,2.3,4.2,.558,.549,0.6,0.8,.737,0.4,2.9,3.3,3.2,1.2,0.3,1.2,2.0,13.0,,huertke01
197,Keion Brooks Jr.,24,NOP,SF,13,5,22.5,3.7,7.6,.485,1.0,3.0,.333,2.7,4.6,.583,.551,1.4,1.9,.720,0.8,3.2,4.0,0.8,0.6,0.7,0.8,2.1,9.8,,brookke02
198,Bub Carrington,19,WAS,PG,81,56,29.8,3.6,9.0,.403,1.7,4.9,.339,2.0,4.1,.479,.495,0.9,1.0,.812,0.4,3.7,4.1,4.4,0.7,0.3,1.7,2.3,9.8,,carrica01
